Num,y
348748,95896.0
348749,5102.0
348750,28802.0
348751,435765.0
348752,107766.0
348753,579352.0
348754,271600.0
348755,95376.0
348756,63958.0
348757,692.0
348758,14610.0
348759,265659.0
348760,729104.0
348761,322861.0
348762,15047.0
348763,25495.0
348764,128.0
348765,8380.0
348766,133704.0
348767,1320.0
348768,144.0
348769,77990.0
348770,12120.0
348771,4016.0
348772,1331.0
348773,168890.0
348774,883592.0
348775,4266.0
348776,30789.0
348777,193.0
348778,15488.0
348779,93611.0
348780,186893.0
348781,124966.0
348782,289550.0
348783,400939.0
348784,13891.0
348785,6968.0
348786,17967.0
348787,2055.0
348788,3083.0
348789,67217.0
348790,13652.0
348791,645653.0
348792,467450.0
348793,225.0
348794,257.0
348795,32.0
348796,1064.0
348797,1027.0
348798,80379.0
348799,11278.0
348800,1193.0
348801,4097.0
348802,1653.0
348803,465.0
348804,1682.0
348805,2439.0
348806,835124.0
348807,27864.0
348808,1225068.0
348809,365276.0
348810,27651.0
348811,12512.0
348812,1585.0
348813,24860.0
348814,49000.0
348815,86960.0
348816,203516.0
348817,79332.0
348818,8.0
348819,305840.0
348820,16349.0
348821,273.0
348822,48.0
348823,19344.0
348824,193.0
348825,257.0
348826,442.0
348827,48.0
348828,119160.0
348829,720534.0
348830,291620.0
348831,594331.0
348832,26365.0
348833,1432.0
348834,30974.0
348835,134829.0
348836,525252.0
348837,96.0
348838,225.0
348839,225.0
348840,4562.0
348841,50465.0
348842,17278.0
348843,313.0
348844,6409.0
348845,171967.0
348846,472853.0
348847,19733.0
349519,1497.0
349520,27033.0
349521,297560.0
349522,29471.0
349523,16.0
349524,146242.0
349525,67735.0
349526,111941.0
349527,102631.0
349528,3542.0
349529,1851.0
349530,54997.0
349531,278979.0
349532,21963.0
349533,1948.0
349534,178790.0
349535,121619.0
349536,509841.0
349537,510745.0
349538,2336.0
349539,113226.0
349540,83468.0
349541,1215.0
349542,24232.0
349543,10949.0
349544,150512.0
349545,7489.0
349546,18666.0
349547,5530.0
349548,23602.0
349549,17177.0
349550,279966.0
349551,7397.0
349552,21960.0
349553,10440.0
349554,2471.0
349555,44817.0
349556,1400.0
349557,161.0
349558,16838.0
349559,7059.0
349560,18498.0
349561,1161552.0
349562,79909.0
349563,343100.0
349564,873416.0
349565,96036.0
349566,27109.0
349567,25985.0
349568,96.0
349569,48018.0
349570,88.0
349571,257.0
349572,2758978.0
349573,387272.0
349574,6568.0
349575,46158.0
349576,345449.0
349577,14377.0
349578,708.0
349579,36443.0
349580,1948.0
349581,1577.0
349582,21311.0
349583,185885.0
349584,6143.0
349585,143967.0
349586,25539.0
349587,6828.0
349588,198735.0
349589,14015.0
349590,194328.0
349591,138427.0
349592,118705.0
349593,132699.0
349594,98106.0
349595,1207.0
349596,15567.0
349597,11833.0
349598,87868.0
349599,9112.0
349600,56841.0
349601,73899.0
349602,151731.0
349603,118882.0
349604,27419.0
349605,8541.0
349606,60777.0
349607,95081.0
349608,38152.0
349609,5530.0
349610,92864.0
349611,100238.0
349612,184839.0
349613,10714.0
349614,193.0
349615,4058.0
349616,6528.0
349617,13443.0
349618,103711.0
349619,3133.0
349620,474.0
349621,18906.0
349622,6238.0
349623,4475.0
349624,79941.0
349625,296473.0
349626,32029.0
349627,1267808.0
349628,336103.0
349629,31444.0
349630,166586.0
349631,837.0
349632,2492067.0
349633,42705.0
349634,21871.0
349635,707973.0
349636,547057.0
349637,598213.0
349638,1047900.0
349639,113257.0
349640,117047.0
349641,2368.0
349642,6177.0
349643,128.0
349644,13942.0
349645,95896.0
349646,5102.0
349647,28802.0
349648,435765.0
349649,107766.0
349650,579352.0
349651,271600.0
349652,95376.0
349653,63958.0
349654,692.0
349655,14610.0
349656,265659.0
349657,729104.0
349658,322861.0
349659,15047.0
349660,25495.0
349661,128.0
349662,8380.0
349663,133704.0
349664,1320.0
349665,144.0
349666,77990.0
349667,12120.0
349668,4016.0
349669,1331.0
349670,168890.0
349671,883592.0
349672,4266.0
349673,30789.0
349674,193.0
349675,15488.0
349676,93611.0
349677,186893.0
349678,124966.0
349679,289550.0
349680,400939.0
349681,13891.0
349682,6968.0
349683,17967.0
349684,2055.0
349685,3083.0
349686,67217.0
349687,13652.0
349688,645653.0
349689,467450.0
349690,225.0
349691,257.0
349692,32.0
349693,1064.0
349694,1027.0
349695,80379.0
349696,11278.0
349697,1193.0
349698,4097.0
349699,1653.0
349700,465.0
349701,1682.0
349702,2439.0
349703,835124.0
349704,27864.0
349705,1225068.0
349706,365276.0
349707,27651.0
349708,12512.0
349709,1585.0
349710,24860.0
349711,49000.0
349712,86960.0
349713,203516.0
349714,79332.0
349715,8.0
349716,305840.0
349717,16349.0
349718,273.0
349719,48.0
349720,19344.0
349721,193.0
349722,257.0
349723,442.0
349724,48.0
349725,119160.0
349726,720534.0
349727,291620.0
349728,594331.0
349729,26365.0
349730,1432.0
349731,30974.0
349732,134829.0
349733,525252.0
349734,96.0
349735,225.0
349736,225.0
349737,4562.0
349738,50465.0
349739,17278.0
349740,313.0
349741,6409.0
349742,171967.0
349743,472853.0
349744,19733.0
349745,33479.0
349746,400194.0
349747,36997.0
349748,16.0
349749,173725.0
349750,84430.0
349751,222935.0
349752,229144.0
349753,2720.0
349754,1964.0
349755,62340.0
349756,368400.0
349757,26798.0
349758,1451231.0
349759,1771.0
349760,1899.0
349761,243634.0
349762,138051.0
349763,585676.0
349764,641588.0
349765,2237.0
349766,125671.0
349767,113294.0
349768,1239.0
349769,45303.0
349770,11984.0
349771,178175.0
349772,12456.0
349773,37118.0
349774,18846.0
349775,25961.0
349776,23390.0
349777,343195.0
349778,9426.0
349779,29672.0
349780,14200.0
349781,2189.0
349782,55140.0
349783,1030.0
349784,96.0
349785,15452.0
349786,5068.0
349787,8106.0
349788,5232.0
349789,94420.0
349790,378124.0
349791,1339059.0
349792,98950.0
349793,44648.0
349794,28505.0
349795,112.0
349796,62041.0
349797,161.0
349798,144.0
349799,3626172.0
349800,478979.0
349801,26312.0
349802,241928.0
349803,450610.0
349804,20358.0
349805,917.0
349806,43518.0
349807,4685.0
349808,2173.0
349809,22467.0
349810,218080.0
349811,7180.0
349812,188320.0
349813,44606.0
349814,9660.0
349815,216849.0
349816,1676.0
349817,80396.0
349818,177566.0
349819,162964.0
349820,184122.0
349821,2297.0
349822,20345.0
349823,15241.0
349824,148216.0
349825,6745.0
349826,91823.0
349827,195458.0
349828,143405.0
349829,64522.0
349830,18249.0
349831,122118.0
349832,9856.0
349833,66267.0
349834,141784.0
349835,66488.0
349836,5886.0
349837,127890.0
349838,145025.0
349839,216279.0
349840,14712.0
349841,96.0
349842,4245.0
349843,8721.0
349844,18919.0
349845,50230.0
349846,3514.0
349847,402.0
349848,20395.0
349849,7740.0
349850,5522.0
349851,104902.0
349852,344127.0
349853,38517.0
349854,1560215.0
349855,447272.0
349856,58560.0
349857,201436.0
349858,3125253.0
349859,102452.0
349860,70799.0
349861,924513.0
349862,683255.0
349863,733952.0
349864,1406013.0
349865,163250.0
349866,150654.0
349867,2489.0
349868,5377.0
349869,96.0
349870,13346.0
349871,107498.0
349872,3791.0
349873,34503.0
349874,522322.0
349875,153091.0
349876,747680.0
349877,352395.0
349878,117510.0
349879,76491.0
349880,1070.0
349881,20999.0
349882,316025.0
349883,772144.0
349884,336618.0
349885,21706.0
349886,37867.0
349887,144.0
349888,23219.0
349889,3525.0
349890,104084.0
349891,163043.0
349892,14815.0
349893,3451.0
349894,819.0
349895,191082.0
349896,1043024.0
349897,106834.0
349898,3683.0
349899,31064.0
349900,193.0
349901,144.0
349902,117356.0
349903,212185.0
349904,146733.0
349905,343356.0
349906,447687.0
349907,15452.0
349908,11065.0
349909,19609.0
349910,1738.0
349911,1948.0
349912,85978.0
349913,23113.0
349914,784263.0
349915,3521.0
349916,386.0
349917,289.0
349918,32.0
349919,16.0
349920,1891.0
349921,1416.0
349922,102647.0
349923,11934.0
349924,1259.0
349925,4833.0
349926,1532.0
349927,1843.0
349928,2745.0
349929,30693.0
349930,1028767.0
349931,568014.0
349932,1904584.0
349933,706979.0
349934,34753.0
349935,26325.0
349936,1299.0
349937,43903.0
349938,93188.0
349939,157639.0
349940,269655.0
349941,88339.0
349942,378622.0
349943,389.0
349944,23575.0
349945,22097.0
349946,193.0
349947,257.0
349948,611.0
349949,128.0
349950,144400.0
349951,914924.0
349952,402466.0
349953,774335.0
349954,32082.0
349955,1191.0
349956,37418.0
349957,157749.0
349958,225.0
349959,72.0
349960,161.0
349961,265.0
349962,8375.0
349963,76795.0
349964,25291.0
349965,697062.0
349966,646123.0
349967,260617.0
349968,32344.0
349969,322.0
349970,7227.0
350191,1497.0
350192,27033.0
350193,297560.0
350194,29471.0
350195,16.0
350196,146242.0
350197,67735.0
350198,111941.0
350199,102631.0
350200,3542.0
350201,1851.0
350202,54997.0
350203,278979.0
350204,21963.0
350205,1948.0
350206,178790.0
350207,121619.0
350208,509841.0
350209,510745.0
350210,2336.0
350211,113226.0
350212,83468.0
350213,1215.0
350214,24232.0
350215,10949.0
350216,150512.0
350217,7489.0
350218,18666.0
350219,5530.0
350220,23602.0
350221,17177.0
350222,279966.0
350223,7397.0
350224,21960.0
350225,10440.0
350226,2471.0
350227,44817.0
350228,1400.0
350229,161.0
350230,16838.0
350231,7059.0
350232,18498.0
350233,1161552.0
350234,79909.0
350235,343100.0
350236,873416.0
350237,96036.0
350238,27109.0
350239,25985.0
350240,96.0
350241,48018.0
350242,88.0
350243,257.0
350244,2758978.0
350245,387272.0
350246,6568.0
350247,46158.0
350248,345449.0
350249,14377.0
350250,708.0
350251,36443.0
350252,1948.0
350253,1577.0
350254,21311.0
350255,185885.0
350256,6143.0
350257,143967.0
350258,25539.0
350259,6828.0
350260,198735.0
350261,14015.0
350262,194328.0
350263,138427.0
350264,118705.0
350265,132699.0
350266,98106.0
350267,1207.0
350268,15567.0
350269,11833.0
350270,87868.0
350271,9112.0
350272,56841.0
350273,73899.0
350274,151731.0
350275,118882.0
350276,27419.0
350277,8541.0
350278,60777.0
350279,95081.0
350280,38152.0
350281,5530.0
350282,92864.0
350283,100238.0
350284,184839.0
350285,10714.0
350286,193.0
350287,4058.0
350288,6528.0
350289,13443.0
350290,103711.0
350291,3133.0
350292,474.0
350293,18906.0
350294,6238.0
350295,4475.0
350296,79941.0
350297,296473.0
350298,32029.0
350299,1267808.0
350300,336103.0
350301,31444.0
350302,166586.0
350303,837.0
350304,2492067.0
350305,42705.0
350306,21871.0
350307,707973.0
350308,547057.0
350309,598213.0
350310,1047900.0
350311,113257.0
350312,117047.0
350313,2368.0
350314,6177.0
350315,128.0
350316,13942.0
350317,95896.0
350318,5102.0
350319,28802.0
350320,435765.0
350321,107766.0
350322,579352.0
350323,271600.0
350324,95376.0
350325,63958.0
350326,692.0
350327,14610.0
350328,265659.0
350329,729104.0
350330,322861.0
350331,15047.0
350332,25495.0
350333,128.0
350334,8380.0
350335,133704.0
350336,1320.0
350337,144.0
350338,77990.0
350339,12120.0
350340,4016.0
350341,1331.0
350342,168890.0
350343,883592.0
350344,4266.0
350345,30789.0
350346,193.0
350347,15488.0
350348,93611.0
350349,186893.0
350350,124966.0
350351,289550.0
350352,400939.0
350353,13891.0
350354,6968.0
350355,17967.0
350356,2055.0
350357,3083.0
350358,67217.0
350359,13652.0
350360,645653.0
350361,467450.0
350362,225.0
350363,257.0
350364,32.0
350365,1064.0
350366,1027.0
350367,80379.0
350368,11278.0
350369,1193.0
350370,4097.0
350371,1653.0
350372,465.0
350373,1682.0
350374,2439.0
350375,835124.0
350376,27864.0
350377,1225068.0
350378,365276.0
350379,27651.0
350380,12512.0
350381,1585.0
350382,24860.0
350383,49000.0
350384,86960.0
350385,203516.0
350386,79332.0
350387,8.0
350388,305840.0
350389,16349.0
350390,273.0
350391,48.0
350392,19344.0
350393,193.0
350394,257.0
350395,442.0
350396,48.0
350397,119160.0
350398,720534.0
350399,291620.0
350400,594331.0
350401,26365.0
350402,1432.0
350403,30974.0
350404,134829.0
350405,525252.0
350406,96.0
350407,225.0
350408,225.0
350409,4562.0
350410,50465.0
350411,17278.0
350412,313.0
350413,6409.0
350414,171967.0
350415,472853.0
350416,19733.0
350417,33479.0
350418,400194.0
350419,36997.0
350420,16.0
350421,173725.0
350422,84430.0
350423,222935.0
350424,229144.0
350425,2720.0
350426,1964.0
350427,62340.0
350428,368400.0
350429,26798.0
350430,1451231.0
350431,1771.0
350432,1899.0
350433,243634.0
350434,138051.0
350435,585676.0
350436,641588.0
350437,2237.0
350438,125671.0
350439,113294.0
350440,1239.0
350441,45303.0
350442,11984.0
350443,178175.0
350444,12456.0
350445,37118.0
350446,18846.0
350447,25961.0
350448,23390.0
350449,343195.0
350450,9426.0
350451,29672.0
350452,14200.0
350453,2189.0
350454,55140.0
350455,1030.0
350456,96.0
350457,15452.0
350458,5068.0
350459,8106.0
350460,5232.0
350461,94420.0
350462,378124.0
350463,1339059.0
350464,98950.0
350465,44648.0
350466,28505.0
350467,112.0
350468,62041.0
350469,161.0
350470,144.0
350471,3626172.0
350472,478979.0
350473,26312.0
350474,241928.0
350475,450610.0
350476,20358.0
350477,917.0
350478,43518.0
350479,4685.0
350480,2173.0
350481,22467.0
350482,218080.0
350483,7180.0
350484,188320.0
350485,44606.0
350486,9660.0
350487,216849.0
350488,1676.0
350489,80396.0
350490,177566.0
350491,162964.0
350492,184122.0
350493,2297.0
350494,20345.0
350495,15241.0
350496,148216.0
350497,6745.0
350498,91823.0
350499,195458.0
350500,143405.0
350501,64522.0
350502,18249.0
350503,122118.0
350504,9856.0
350505,66267.0
350506,141784.0
350507,66488.0
350508,5886.0
350509,127890.0
350510,145025.0
350511,216279.0
350512,14712.0
350513,96.0
350514,4245.0
350515,8721.0
350516,18919.0
350517,50230.0
350518,3514.0
350519,402.0
350520,20395.0
350521,7740.0
350522,5522.0
350523,104902.0
350524,344127.0
350525,38517.0
350526,1560215.0
350527,447272.0
350528,58560.0
350529,201436.0
350530,3125253.0
350531,102452.0
350532,70799.0
350533,924513.0
350534,683255.0
350535,733952.0
350536,1406013.0
350537,163250.0
350538,150654.0
350539,2489.0
350540,5377.0
350541,96.0
350542,13346.0
350543,107498.0
350544,3791.0
350545,34503.0
350546,522322.0
350547,153091.0
350548,747680.0
350549,352395.0
350550,117510.0
350551,76491.0
350552,1070.0
350553,20999.0
350554,316025.0
350555,772144.0
350556,336618.0
350557,21706.0
350558,37867.0
350559,144.0
350560,23219.0
350561,3525.0
350562,104084.0
350563,163043.0
350564,14815.0
350565,3451.0
350566,819.0
350567,191082.0
350568,1043024.0
350569,106834.0
350570,3683.0
350571,31064.0
350572,193.0
350573,144.0
350574,117356.0
350575,212185.0
350576,146733.0
350577,343356.0
350578,447687.0
350579,15452.0
350580,11065.0
350581,19609.0
350582,1738.0
350583,1948.0
350584,85978.0
350585,23113.0
350586,784263.0
350587,3521.0
350588,386.0
350589,289.0
350590,32.0
350591,16.0
350592,1891.0
350593,1416.0
350594,102647.0
350595,11934.0
350596,1259.0
350597,4833.0
350598,1532.0
350599,1843.0
350600,2745.0
350601,30693.0
350602,1028767.0
350603,568014.0
350604,1904584.0
350605,706979.0
350606,34753.0
350607,26325.0
350608,1299.0
350609,43903.0
350610,93188.0
350611,157639.0
350612,269655.0
350613,88339.0
350614,378622.0
350615,389.0
350616,23575.0
350617,22097.0
350618,193.0
350619,257.0
350620,611.0
350621,128.0
350622,144400.0
350623,914924.0
350624,402466.0
350625,774335.0
350626,32082.0
350627,1191.0
350628,37418.0
350629,157749.0
350630,225.0
350631,72.0
350632,161.0
350633,265.0
350634,8375.0
350635,76795.0
350636,25291.0
350637,697062.0
350638,646123.0
350639,260617.0
350640,32344.0
350641,322.0
350642,7227.0
350643,243634.0
350644,62340.0
350645,1899.0
350646,1771.0
350647,33479.0
350648,400194.0
350649,36997.0
350650,173725.0
350651,84430.0
350652,222935.0
350653,229144.0
350654,2720.0
350655,1964.0
350656,122118.0
350657,138051.0
350658,585676.0
350659,641588.0
350660,2237.0
350661,125671.0
350662,113294.0
350663,1239.0
350664,45303.0
350665,11984.0
350666,178175.0
350667,12456.0
350668,18919.0
350669,66267.0
350670,378124.0
350671,343195.0
350672,9426.0
350673,29672.0
350674,14200.0
350675,2189.0
350676,55140.0
350677,1030.0
350678,96.0
350679,15452.0
350680,5068.0
350681,37118.0
350682,5232.0
350683,94420.0
350684,368400.0
350685,1339059.0
350686,98950.0
350687,44648.0
350688,28505.0
350689,112.0
350690,62041.0
350691,161.0
350692,144.0
350693,3626172.0
350694,478979.0
350695,8106.0
350696,1451231.0
350697,26798.0
350698,80396.0
350699,20358.0
350700,917.0
350701,43518.0
350702,4685.0
350703,2173.0
350704,22467.0
350705,218080.0
350706,7180.0
350707,188320.0
350708,44606.0
350709,9660.0
350710,216849.0
350711,26312.0
350712,450610.0
350713,177566.0
350714,162964.0
350715,184122.0
350716,2297.0
350717,20345.0
350718,15241.0
350719,148216.0
350720,6745.0
350721,64522.0
350722,91823.0
350723,195458.0
350724,143405.0
350725,25961.0
350726,402.0
350727,141784.0
350728,66488.0
350729,5886.0
350730,127890.0
350731,145025.0
350732,216279.0
350733,14712.0
350734,96.0
350735,4245.0
350736,8721.0
350737,18249.0
350738,50230.0
350739,3514.0
350740,9856.0
350741,20395.0
350742,7740.0
350743,5522.0
350744,104902.0
350745,344127.0
350746,38517.0
350747,1560215.0
350748,447272.0
350749,58560.0
350750,201436.0
350751,1676.0
350752,241928.0
350753,3125253.0
350754,70799.0
350755,924513.0
350756,683255.0
350757,733952.0
350758,1406013.0
350759,163250.0
350760,150654.0
350761,2489.0
350762,5377.0
350763,96.0
350764,13346.0
350765,107498.0
350766,3791.0
350767,102452.0
350768,522322.0
350769,153091.0
350770,747680.0
350771,352395.0
350772,117510.0
350773,76491.0
350774,1070.0
350775,20999.0
350776,316025.0
350777,772144.0
350778,336618.0
350779,21706.0
350780,37867.0
350781,117356.0
350782,23390.0
350783,163043.0
350784,3525.0
350785,104084.0
350786,14815.0
350787,3451.0
350788,819.0
350789,191082.0
350790,1043024.0
350791,106834.0
350792,3683.0
350793,31064.0
350794,144.0
350795,18846.0
350796,212185.0
350797,146733.0
350798,343356.0
350799,447687.0
350800,15452.0
350801,11065.0
350802,19609.0
350803,1738.0
350804,1948.0
350805,85978.0
350806,23113.0
350807,784263.0
350808,34503.0
350809,1904584.0
350810,289.0
350811,1891.0
350812,1416.0
350813,102647.0
350814,11934.0
350815,1259.0
350816,4833.0
350817,1532.0
350818,1843.0
350819,2745.0
350820,3521.0
350821,1028767.0
350822,568014.0
350823,30693.0
350824,706979.0
350825,34753.0
350826,26325.0
350827,1299.0
350828,43903.0
350829,93188.0
350830,157639.0
350831,269655.0
350832,88339.0
350833,8.0
350834,378622.0
350835,23219.0
350836,23575.0
350837,225.0
350838,386.0
350839,22097.0
350840,611.0
350841,128.0
350842,144400.0
350843,914924.0
350844,402466.0
350845,774335.0
350846,32082.0
350847,1191.0
350848,37418.0
350849,697062.0
350850,157749.0
350851,260617.0
350852,646123.0
350853,389.0
350854,72.0
350855,161.0
350856,265.0
350857,8375.0
350858,76795.0
350859,32344.0
350860,25291.0
350861,322.0
350862,7227.0
350863,33479.0
350864,400194.0
350865,36997.0
350866,16.0
350867,173725.0
350868,84430.0
350869,222935.0
350870,229144.0
350871,2720.0
350872,1964.0
350873,62340.0
350874,368400.0
350875,26798.0
350876,1451231.0
350877,1771.0
350878,1899.0
350879,243634.0
350880,138051.0
350881,585676.0
350882,641588.0
350883,2237.0
350884,125671.0
350885,113294.0
350886,1239.0
350887,45303.0
350888,11984.0
350889,178175.0
350890,12456.0
350891,37118.0
350892,18846.0
350893,25961.0
350894,23390.0
350895,343195.0
350896,9426.0
350897,29672.0
350898,14200.0
350899,2189.0
350900,55140.0
350901,1030.0
350902,96.0
350903,15452.0
350904,5068.0
350905,8106.0
350906,5232.0
350907,94420.0
350908,378124.0
350909,1339059.0
350910,98950.0
350911,44648.0
350912,28505.0
350913,112.0
350914,62041.0
350915,161.0
350916,144.0
350917,3626172.0
350918,478979.0
350919,26312.0
350920,241928.0
350921,450610.0
350922,20358.0
350923,917.0
350924,43518.0
350925,4685.0
350926,2173.0
350927,22467.0
350928,218080.0
350929,7180.0
350930,188320.0
350931,44606.0
350932,9660.0
350933,216849.0
350934,1676.0
350935,80396.0
350936,177566.0
350937,162964.0
350938,184122.0
350939,2297.0
350940,20345.0
350941,15241.0
350942,148216.0
350943,6745.0
350944,91823.0
350945,195458.0
350946,143405.0
350947,64522.0
350948,18249.0
350949,122118.0
350950,9856.0
350951,66267.0
350952,141784.0
350953,66488.0
350954,5886.0
350955,127890.0
350956,145025.0
350957,216279.0
350958,14712.0
350959,96.0
350960,4245.0
350961,8721.0
350962,18919.0
350963,50230.0
350964,3514.0
350965,402.0
350966,20395.0
350967,7740.0
350968,5522.0
350969,104902.0
350970,344127.0
350971,38517.0
350972,1560215.0
350973,447272.0
350974,58560.0
350975,201436.0
350976,3125253.0
350977,102452.0
350978,70799.0
350979,924513.0
350980,683255.0
350981,733952.0
350982,1406013.0
350983,163250.0
350984,150654.0
350985,2489.0
350986,5377.0
350987,96.0
350988,13346.0
350989,107498.0
350990,3791.0
350991,34503.0
350992,522322.0
350993,153091.0
350994,747680.0
350995,352395.0
350996,117510.0
350997,76491.0
350998,1070.0
350999,20999.0
351000,316025.0
351001,772144.0
351002,336618.0
351003,21706.0
351004,37867.0
351005,144.0
351006,23219.0
351007,3525.0
351008,104084.0
351009,163043.0
351010,14815.0
351011,3451.0
351012,819.0
351013,191082.0
351014,1043024.0
351015,106834.0
351016,3683.0
351017,31064.0
351018,193.0
351019,144.0
351020,117356.0
351021,212185.0
351022,146733.0
351023,343356.0
351024,447687.0
351025,15452.0
351026,11065.0
351027,19609.0
351028,1738.0
351029,1948.0
351030,85978.0
351031,23113.0
351032,784263.0
351033,3521.0
351034,386.0
351035,289.0
351036,32.0
351037,16.0
351038,1891.0
351039,1416.0
351040,102647.0
351041,11934.0
351042,1259.0
351043,4833.0
351044,1532.0
351045,1843.0
351046,2745.0
351047,30693.0
351048,1028767.0
351049,568014.0
351050,1904584.0
351051,706979.0
351052,34753.0
351053,26325.0
351054,1299.0
351055,43903.0
351056,93188.0
351057,157639.0
351058,269655.0
351059,88339.0
351060,378622.0
351061,389.0
351062,23575.0
351063,22097.0
351064,193.0
351065,257.0
351066,611.0
351067,128.0
351068,144400.0
351069,914924.0
351070,402466.0
351071,774335.0
351072,32082.0
351073,1191.0
351074,37418.0
351075,157749.0
351076,225.0
351077,72.0
351078,161.0
351079,265.0
351080,8375.0
351081,76795.0
351082,25291.0
351083,697062.0
351084,646123.0
351085,260617.0
351086,32344.0
351087,322.0
351088,7227.0
351089,243634.0
351090,62340.0
351091,1899.0
351092,1771.0
351093,33479.0
351094,400194.0
351095,36997.0
351096,173725.0
351097,84430.0
351098,222935.0
351099,229144.0
351100,2720.0
351101,1964.0
351102,122118.0
351103,138051.0
351104,585676.0
351105,641588.0
351106,2237.0
351107,125671.0
351108,113294.0
351109,1239.0
351110,45303.0
351111,11984.0
351112,178175.0
351113,12456.0
351114,18919.0
351115,66267.0
351116,378124.0
351117,343195.0
351118,9426.0
351119,29672.0
351120,14200.0
351121,2189.0
351122,55140.0
351123,1030.0
351124,96.0
351125,15452.0
351126,5068.0
351127,37118.0
351128,5232.0
351129,94420.0
351130,368400.0
351131,1339059.0
351132,98950.0
351133,44648.0
351134,28505.0
351135,112.0
351136,62041.0
351137,161.0
351138,144.0
351139,3626172.0
351140,478979.0
351141,8106.0
351142,1451231.0
351143,26798.0
351144,80396.0
351145,20358.0
351146,917.0
351147,43518.0
351148,4685.0
351149,2173.0
351150,22467.0
351151,218080.0
351152,7180.0
351153,188320.0
351154,44606.0
351155,9660.0
351156,216849.0
351157,26312.0
351158,450610.0
351159,177566.0
351160,162964.0
351161,184122.0
351162,2297.0
351163,20345.0
351164,15241.0
351165,148216.0
351166,6745.0
351167,64522.0
351168,91823.0
351169,195458.0
351170,143405.0
351171,25961.0
351172,402.0
351173,141784.0
351174,66488.0
351175,5886.0
351176,127890.0
351177,145025.0
351178,216279.0
351179,14712.0
351180,96.0
351181,4245.0
351182,8721.0
351183,18249.0
351184,50230.0
351185,3514.0
351186,9856.0
351187,20395.0
351188,7740.0
351189,5522.0
351190,104902.0
351191,344127.0
351192,38517.0
351193,1560215.0
351194,447272.0
351195,58560.0
351196,201436.0
351197,1676.0
351198,241928.0
351199,3125253.0
351200,70799.0
351201,924513.0
351202,683255.0
351203,733952.0
351204,1406013.0
351205,163250.0
351206,150654.0
351207,2489.0
351208,5377.0
351209,96.0
351210,13346.0
351211,107498.0
351212,3791.0
351213,102452.0
351214,522322.0
351215,153091.0
351216,747680.0
351217,352395.0
351218,117510.0
351219,76491.0
351220,1070.0
351221,20999.0
351222,316025.0
351223,772144.0
351224,336618.0
351225,21706.0
351226,37867.0
351227,117356.0
351228,23390.0
351229,163043.0
351230,3525.0
351231,104084.0
351232,14815.0
351233,3451.0
351234,819.0
351235,191082.0
351236,1043024.0
351237,106834.0
351238,3683.0
351239,31064.0
351240,144.0
351241,18846.0
351242,212185.0
351243,146733.0
351244,343356.0
351245,447687.0
351246,15452.0
351247,11065.0
351248,19609.0
351249,1738.0
351250,1948.0
351251,85978.0
351252,23113.0
351253,784263.0
351254,34503.0
351255,1904584.0
351256,289.0
351257,1891.0
351258,1416.0
351259,102647.0
351260,11934.0
351261,1259.0
351262,4833.0
351263,1532.0
351264,1843.0
351265,2745.0
351266,3521.0
351267,1028767.0
351268,568014.0
351269,30693.0
351270,706979.0
351271,34753.0
351272,26325.0
351273,1299.0
351274,43903.0
351275,93188.0
351276,157639.0
351277,269655.0
